-7552343.30,-22982458.46
-8609264.45,-13530169.73
-16290252.74,-17073444.85
-14065279.84,-20702916.10
-6423858.40,-17405784.32
-1148927.47,-15993631.13
-16654579.55,-18905172.10
-18795013.78,-19551354.77
-9010893.36,-6069663.23
-1148927.47,-15993631.13
-12893568.61,-24720552.66
-2425476.44,-22343787.34
-20737070.31,-14672177.65
-12024880.17,-10922736.15
-16575140.02,-18424368.52
592204.48,-7551271.38
-8609264.45,-13530169.73
-12728817.55,-23905531.13
-16147516.69,-16395247.27
-10987053.88,-15421162.26
-7515943.11,-3709177.66
-9873966.73,-10111434.37
-428639.09,-12467400.78
-4991765.71,-11421000.42
-19687557.23,-9744973.79
-10000544.82,-10709548.72
-21122452.42,-16489359.36
-20418700.83,-12241335.53
-7366640.27,-22057294.44
4098099.92,-14782630.56
4098099.92,-14782630.56
-2917691.33,-5350494.82
4010135.65,-15217987.61
-15453923.57,-13102570.02
-13162053.96,-26055917.67
-10120019.24,-11275364.28
-2041934.17,-20422642.03
-15453923.57,-13102570.02
-9483512.08,-8276645.00
-13139070.23,-16231116.42
-12525425.75,-22903683.21
-12854738.95,-14868781.98
-2025284.06,-10547322.17
-19542058.90,-9066261.18
-5839237.95,-14553120.13
-13945992.97,-10653483.31
-19476491.61,-13397917.69
-1881000.50,-19620022.32
-1231495.18,-16400593.49
-20700672.95,-14499882.01
-20700672.95,-14499882.01
-19476491.61,-13397917.69
-13139070.23,-16231116.42
-11212749.49,-16510323.28
160184868.14,213492093.42
143060917.10,242611209.52
167229876.07,201733762.37
151516107.37,179647786.33
83734770.41,27385365.76
90152520.09,33861764.52
75448944.82,61433528.27
97531586.69,45090549.45
64397980.90,47096830.82
78828026.12,68041705.66
85328915.74,60146669.21
68307448.99,26667978.12
63315331.54,27116956.37
70480136.24,37230050.01
524093611.35,294648413.83
12091842.99,18350500.18
24747440.18,35607774.94
27663310.65,25759792.54
18849218.07,40750656.36
23571875.28,15950825.42
29728108.90,11753192.60
15400344.08,15179435.19
26567973.97,20604811.63
34136428.56,27876570.76
9987923.72,36453104.39
37935637.08,26797928.23
11314957.05,42799695.71
19199061.74,42418241.31
18823851.03,31205644.77
18152577.72,28054831.87
11365491.59,19603749.67
25595747.24,39625479.74
13792106.91,16986470.86
21804942.19,21771663.01
28871032.24,21992022.60
13792106.91,16986470.86
28097198.71,27803338.31
29948883.28,12802348.96
26567973.97,20604811.63
14930064.04,36319258.57
-32577632.18,-38450687.76
-43438753.11,-42904873.64
-43552905.03,-39249086.37
-44052846.31,-40836585.65
-46299573.13,-42355043.37
-31243417.48,-44667057.26
-33192312.40,-36443590.70
-42234227.54,-30279690.73
-44615344.09,-38485839.08
-45429440.95,-39880686.93
-38307492.09,-39623178.87
-34580930.78,-41106006.11
-45204531.42,-40559125.91
-45385442.86,-42603108.86
-42469164.09,-43078892.03
-43831182.80,-33820039.03
-42313926.83,-42246012.30
-32646458.26,-38812142.57
-41049481.82,-40866151.29
-41135344.04,-41319747.71
-42041690.10,-40810293.03
-46163271.33,-42482584.15
-39783315.73,-34285637.70
-35380435.01,-32318420.19
-44100777.23,-35763441.61
-42365473.58,-37233872.63
-45307069.67,-41376443.79
-41939528.82,-40270460.29
-31244081.98,-44670724.39
-42025638.05,-40724008.87
-42554553.22,-42462119.23
-38443957.37,-39286984.64
-41438322.01,-42935001.30
-31426882.12,-42977761.79
-40027810.45,-43431415.13
-37023679.19,-40780617.15
-38119990.87,-30953726.38
-41472062.95,-43113983.52
-45084903.35,-42064426.27
-39715797.00,-39127076.24
-45208867.41,-41655295.14
-37067503.32,-41013333.30
-44152021.78,-42432591.85
-44100777.23,-35763441.61
-43388504.83,-42635618.29
-42229012.87,-41797477.35
-41725747.82,-39146058.28
-37521375.08,-30475674.30
-37666083.26,-43667264.54
-43109861.31,-41153714.96
-45694427.56,-41573651.64
-46153439.19,-42429768.58
-34875722.89,-34820847.67
-36638051.92,-44062687.95
-40704482.49,-39053219.77
-34800162.66,-38656597.02
-36532617.23,-43501587.68
-42668530.41,-37235605.45
-46224865.16,-42086596.59
-39739299.35,-43496971.92
-39924137.76,-40219663.38
-44152021.78,-42432591.85
-42057234.47,-34058127.46
-40509321.48,-32846796.02
-37589540.37,-43793843.80
-45607748.42,-39624469.04
-37334724.61,-37162672.68
-42950742.44,-42973966.54
-36615403.54,-43942266.61
-35858894.22,-39915280.15
-35628944.93,-38704875.50
-42444799.28,-42948410.76
-40485563.62,-37909516.17
-40574064.68,-38367335.84
-38558629.46,-43616589.78
-43092751.93,-39470769.25
-44901251.72,-42691202.73
-45773323.66,-42536951.82
-45355782.19,-38409697.05
-36597298.74,-43846058.09
-41846966.18,-42469635.89
-43318598.46,-29582355.70
-35380435.01,-32318420.19
-41941009.29,-35022024.78
-45872640.63,-42533157.77
-37995854.10,-35413065.97
-42365473.58,-37233872.63
-35713342.79,-33992923.82
-39456136.63,-43056825.90
-32228906.17,-39255721.56
-40937892.42,-40278143.54
-32743001.19,-44654618.29
-45337411.91,-42345124.49
-45691093.69,-39667412.37
-44202117.99,-42701231.20
-45355782.19,-38409697.05
-45952426.59,-41614983.30
-36571247.78,-41571293.76
-43436352.32,-42891666.44
-34596203.72,-43859014.95
-40308511.75,-43324431.34
-45275954.62,-42371764.14
-38382539.62,-32275228.12
-44431981.66,-42322096.81
-42392950.26,-40015692.71
-41018423.55,-35465409.08
-42914552.18,-42780022.73
-39255482.82,-36734680.09
-39702429.37,-33871495.76
-41756650.66,-35602689.40
-39865787.82,-39912773.90
-44340822.24,-42370928.83
-44253591.90,-41370153.65
-34538990.80,-43554134.66
-31713085.84,-44502340.75
-39739299.35,-43496971.92
-38307492.09,-39623178.87
-42365473.58,-37233872.63
-40358519.95,-37250780.08
-35440960.56,-37723247.37
-42398613.75,-42700981.12
-33986205.86,-43276385.15
-43957085.04,-40327708.43
-33451993.96,-37787672.73
-40027810.45,-43431415.13
-43831182.80,-33820039.03
-46174847.84,-42329390.96
-44484085.97,-37788739.42
-43831182.80,-33820039.03
-36339191.00,-42470346.22
-45429834.33,-39758838.27
-42939192.48,-42911867.35
-42398613.75,-42700981.12
-44469547.82,-40385275.92
-41152672.05,-33557915.17
-44290406.76,-36763828.57
-32186459.66,-41687652.84
-44100777.23,-35763441.61
-34370178.94,-42653158.08
-45335080.27,-42332321.18
-40929740.26,-40234881.39
-41457169.90,-43035038.91
-32572396.27,-43747241.18
-38016770.22,-40733240.95
-45892945.51,-42103639.48
-44458556.19,-32463465.70
-44900394.72,-38663978.84
-41581984.18,-33169863.76
-41049481.82,-40866151.29
-38988092.99,-30249880.16
-43915722.86,-42776892.12
-39914080.66,-42825613.29
-40574064.68,-38367335.84
-39123312.32,-41286463.90
153428389.72,93667703.76
201471610.78,51956149.85
153428405.34,93667679.01
12818487.23,123126343.58
18865591.54,132700897.90
13287960.43,110951510.21
24948186.79,118727055.69
33365513.70,130103383.91
-1997644.05,152770875.94
19260255.40,117923417.37
21578684.48,140680953.98
51826490.96,20669410.50
45325343.38,-11021151.32
63910092.78,5209656.61
50196901.62,-12115626.94
64979639.17,10446533.92
66387634.83,17320522.96
44764383.05,15961205.65
45548015.29,14854531.50
66317924.69,-8055458.88
34406308.55,9976069.12
55749363.11,-9861256.31
62112670.79,-3625618.17
42236494.17,8669949.31
33674699.60,6470963.69
62189075.62,-3248862.43
52662131.40,24693950.61
-35924752.08,-3468858.87
-18634519.77,-4848574.39
-21348572.46,5597391.13
-27856606.31,1486427.53
-23582791.88,18257728.54
-27013893.21,2600991.97
-12532145.67,517385.03
-22935931.31,556774.83
-21058985.70,16078254.78
-36410567.57,-2379666.15
-22405009.58,-8548643.81
-23424580.64,12175044.72
-18468476.84,-4078615.93
-29005923.34,9937236.67
-21712363.15,17652168.40
-36410567.57,-2379666.15
-12829392.64,-851154.77
-17497751.67,9576648.08
-23316953.14,1106888.35
-25294174.66,11487584.17
-13332066.32,-3186981.84
-17497751.67,9576648.08
-34103885.35,11933005.15
-18855510.12,7900193.71
-28506495.93,-4412369.01
-11832564.72,3751898.66
-30519649.41,-582587.68
-27851507.49,-6044033.35
-27167692.52,-7528206.50
-25950065.55,-6511007.11
-12159773.58,-2332915.58
-22857158.70,6950089.80
-18837755.26,7981776.93
-27574282.10,-35704.24
-35838205.70,-5445753.65
-20943472.59,-1750942.60
-34103885.35,11933005.15
-16112447.95,11393496.65
-18855510.12,7900193.71
-29371551.03,10618957.65
-23184329.06,-2917208.62
-20119958.30,-2539481.36
-27277801.60,-8041583.91
-23108663.16,11327980.11
-24366340.80,3212442.24
341692437.95,309059371.84
156801080.50,-7955718.52
118222618.80,21174863.04
116178718.52,11080005.26
144012753.00,22268906.06
171836421.32,32920295.77
134127065.01,303866431.62
88689144.98,287834353.54
188783028.05,249223848.71
217225598.75,244855314.03
233626225.67,276431422.97
189314130.71,248819645.13
-45175158.42,-12231196.47
-47370306.35,-1074455.78
-1218717.64,-42083901.01
-6139881.15,-41630247.39
-5774711.95,-39699766.21
-6682623.77,-44498520.09
-7444164.25,-43233985.91
10077534.87,-35531496.62
-8815522.59,-29380538.80
-1511662.61,-43623948.53
-489931.52,-38252113.59
11162065.44,-29930156.05
-8815522.59,-29380538.80
-9002589.24,-30345560.45
14069546.15,-40945762.40
-9976654.19,-35437738.85
-2339772.11,-47973176.54
-5262679.11,-42284698.26
-2166298.22,-31276160.16
348482.34,-44373593.76
-11210331.93,-41973220.41
-10512598.11,-38270764.54
-9623426.30,-33579463.83
-4531309.61,-33152998.63
15061125.10,-35826460.16
1828865.93,-26195959.25
348482.34,-44373593.76
-42669408.84,534090.23
-8948368.38,-30065261.93
-3016453.73,-25331818.58
-11399693.68,-37664254.14
-7384204.97,-48194313.82
-7496125.82,-44568103.04
-8770118.26,-34359974.46
-8081290.36,-41307277.78
-2564832.44,-43899546.83
6890889.26,-26006690.62
5930164.01,-30950864.47
1168877.19,-40070970.88
-7454699.55,-48564325.71
-2472531.63,-27673952.70
10077534.87,-35531496.62
3309364.67,-44615220.18
-7454699.55,-48564325.71
7314768.03,-23843883.84
-8770118.26,-34359974.46
57756492.05,97993063.94
51892187.53,93910648.85
46235463.78,119800428.71
70525251.96,111065510.93
77916055.44,98078384.75
80307922.11,133491810.29
46235463.78,119800428.71
62125006.45,94794443.09
64683150.23,97442398.04
189188469.34,117492818.96
230920349.22,168834888.33
189186450.36,117496014.62
202937340.27,181243798.55
-28374662.16,-13172325.10
-40940495.33,-27325673.76
-25208740.98,-17039409.00
-28457212.67,-13559049.77
-37549840.40,-20726397.44
-36537291.53,-23178474.62
-24489240.24,-23023012.53
-37175648.19,-26266457.69
-22474078.42,-22894527.21
-26050514.85,-16317704.36
-24577808.98,-18746798.14
-40557730.16,-27957996.63
-34659317.34,-23867012.55
-33573054.95,-28324001.60
-38198831.25,-26321851.13
-35260722.96,-26762603.10
-33048768.90,-30672921.16
-37364235.47,-10178211.67
-31010884.00,-20862505.83
-34526805.06,-28084570.22
-30959687.86,-15901039.68
-35663858.27,-23844409.54
-33903296.55,-15520694.86
-32502157.36,-27983870.83
-25197746.18,-12312696.19
-32837065.80,-12884253.83
-25160122.03,-12136439.99
-32727958.80,-24249115.47
-27880210.98,-24962654.61
-22474078.42,-22894527.21
-38468175.97,-27652225.74
-36032541.34,-20727088.95
-30266132.48,-22071843.54
-22517710.51,-23102807.96
-27686772.37,-24039249.25
-33136135.00,-21415410.46
-22914984.82,-10928785.11
-40415646.15,-27245263.48
-29970673.38,-11255666.89
-38642508.45,-28519713.74
-33109618.01,-30974719.72
-24271237.98,-21986669.25
-27686772.37,-24039249.25
-21126677.99,-21208667.91
-39342434.05,-9723521.99
-35316333.96,-7796140.09
-28845582.66,-10687286.44
